,timepoint,tech_rep,num_propagules,cur_update,time_since_last_rep,multicell_size,germ_count,total_workload,germ_workload,soma_workload
4,3970,0,5,97,7,24,5,2060,0,2060
4,3975,0,5,92,5,24,9,2041,8,2033
4,3980,0,5,100,8,25,10,1950,8,1942
4,3985,0,5,100,8,25,10,1950,8,1942
4,3990,0,5,115,14,24,8,1868,0,1868
4,3995,0,5,105,12,24,7,1797,0,1797
4,4000,0,5,96,7,24,8,1857,0,1857
4,4005,0,5,96,7,24,8,1857,0,1857
4,4010,0,5,100,9,25,11,1922,0,1922
4,4015,0,5,100,9,25,11,1918,0,1918
4,4020,0,5,100,9,25,11,1918,0,1918
4,4025,0,5,116,13,25,9,1691,0,1691
4,4030,0,5,105,7,24,5,2724,0,2724
4,4035,0,5,95,7,24,3,2109,0,2109
4,4040,0,5,107,11,25,7,2037,0,2037
4,4045,0,5,113,14,25,7,1683,0,1683
4,4050,0,5,105,9,25,8,1933,0,1933
4,4055,0,5,105,9,25,8,1933,0,1933
4,4060,0,5,102,11,25,10,1746,0,1746
4,4065,0,5,102,11,25,10,1746,0,1746
4,4070,0,5,96,8,25,8,1822,0,1822
4,4075,0,5,101,8,25,12,1711,4,1707
4,4080,0,5,101,8,25,12,1711,4,1707
4,4085,0,5,101,8,25,12,1711,4,1707
4,4090,0,5,96,6,25,8,2137,0,2137
4,4095,0,5,96,6,25,8,2137,0,2137
4,4100,0,5,92,4,23,3,2027,0,2027
4,4105,0,5,92,4,23,3,2027,0,2027
4,4110,0,5,92,4,23,3,2027,0,2027
4,4115,0,5,93,5,23,5,2304,0,2304
4,4120,0,5,93,5,23,5,2304,0,2304
4,4125,0,5,93,5,23,5,2304,0,2304
4,4130,0,5,105,10,25,5,2019,0,2019
4,4135,0,5,105,10,25,5,2019,0,2019
4,4140,0,5,107,10,25,9,2155,0,2155
4,4145,0,5,107,10,25,9,2155,0,2155
4,4150,0,5,106,9,24,6,1980,0,1980
4,4155,0,5,106,9,24,6,1980,0,1980
4,4160,0,5,104,13,24,7,1970,0,1970
4,4165,0,5,98,10,24,5,2556,0,2556
4,4170,0,5,93,6,24,3,1647,0,1647
4,4175,0,5,92,6,24,2,1729,0,1729
4,4180,0,5,92,6,24,2,1729,0,1729
4,4185,0,5,92,6,24,2,1729,0,1729
4,4190,0,5,93,7,24,2,1687,0,1687
4,4195,0,5,106,6,24,3,1851,0,1851
4,4200,0,5,110,9,25,4,1571,0,1571
4,4205,0,5,110,9,25,4,1571,0,1571
4,4210,0,5,104,10,23,2,1754,0,1754
4,4215,0,5,101,8,23,4,1860,0,1860
4,4220,0,5,111,8,24,6,1675,0,1675
4,4225,0,5,101,8,23,3,1691,0,1691
4,4230,0,5,113,12,25,7,3014,0,3014
4,4235,0,5,113,11,25,6,1849,0,1849
4,4240,0,5,106,14,25,6,2142,0,2142
4,4245,0,5,96,9,24,6,2193,0,2193
4,4250,0,5,96,9,24,6,2193,0,2193
4,4255,0,5,96,9,24,6,2193,0,2193
4,4260,0,5,100,10,24,6,1855,0,1855
4,4265,0,5,100,10,24,6,1855,0,1855
4,4270,0,5,103,10,25,8,1985,0,1985
4,4275,0,5,103,8,25,9,1941,0,1941
4,4280,0,5,103,8,25,9,1941,0,1941
4,4285,0,5,111,14,25,7,1972,0,1972
4,4290,0,5,125,24,25,6,1958,0,1958
4,4295,0,5,125,24,25,6,1958,0,1958
4,4300,0,5,125,24,25,6,1958,0,1958
4,4305,0,5,92,6,24,7,1805,0,1805
4,4310,0,5,126,21,25,3,2371,0,2371
4,4315,0,5,101,12,24,5,2088,0,2088
4,4320,0,5,96,6,25,7,1902,0,1902
4,4325,0,5,96,6,25,7,1902,0,1902
4,4330,0,5,96,6,25,7,2025,0,2025
4,4335,0,5,103,10,25,6,1629,0,1629
4,4340,0,5,95,8,23,6,1892,0,1892
4,4345,0,5,95,8,23,6,1892,0,1892
4,4350,0,5,95,8,23,6,1892,0,1892
4,4355,0,5,95,8,23,6,1892,0,1892
4,4360,0,5,96,9,23,6,1920,0,1920
4,4365,0,5,95,8,23,6,1882,0,1882
4,4370,0,5,104,12,25,4,1685,0,1685
4,4375,0,5,104,12,25,4,1685,0,1685
4,4380,0,5,104,12,25,4,1685,0,1685
4,4385,0,5,104,12,25,4,1685,0,1685
4,4390,0,5,94,7,23,4,1930,0,1930
4,4395,0,5,103,15,25,5,2078,0,2078
4,4400,0,5,94,7,23,4,2188,0,2188
4,4405,0,5,98,15,24,6,2196,0,2196
4,4410,0,5,98,15,24,6,2196,0,2196
4,4415,0,5,96,11,23,2,2229,0,2229
4,4420,0,5,103,14,25,10,2021,0,2021
4,4425,0,5,103,14,25,10,2021,0,2021
4,4430,0,5,125,20,25,7,1815,0,1815
4,4435,0,5,104,11,24,6,2128,0,2128
4,4440,0,5,104,11,24,6,2128,0,2128
4,4445,0,5,92,9,24,6,1873,0,1873
4,4450,0,5,104,11,25,5,1622,0,1622
4,4455,0,5,102,12,24,4,1801,0,1801
4,4460,0,5,92,7,23,8,1809,0,1809
4,4465,0,5,90,7,23,8,1768,0,1768
4,4470,0,5,107,11,25,5,1692,0,1692
4,4475,0,5,107,11,25,5,1692,0,1692
4,4480,0,5,107,11,25,5,1658,0,1658
4,4485,0,5,104,13,25,2,1543,0,1543
4,4490,0,5,97,9,23,7,1843,0,1843
4,4495,0,5,97,9,23,7,1843,0,1843
4,4500,0,5,108,10,24,4,1645,0,1645
4,4505,0,5,109,11,25,4,1645,0,1645
4,4510,0,5,109,11,25,4,1645,0,1645
4,4515,0,5,111,9,25,6,1804,0,1804
4,4520,0,5,106,13,24,5,1761,0,1761
4,4525,0,5,106,13,24,5,1761,0,1761
4,4530,0,5,106,13,24,5,1761,0,1761
4,4535,0,5,111,9,25,6,1804,0,1804
4,4540,0,5,109,20,25,5,1860,0,1860
4,4545,0,5,109,20,25,5,1860,0,1860
4,4550,0,5,113,11,24,5,1994,0,1994
4,4555,0,5,113,11,24,5,1994,0,1994
4,4560,0,5,97,11,24,10,2016,0,2016
4,4565,0,5,97,11,24,10,2016,0,2016
4,4570,0,5,97,11,24,10,2016,0,2016
4,4575,0,5,97,11,24,10,2016,0,2016
4,4580,0,5,97,11,24,10,2016,0,2016
4,4585,0,5,98,11,24,7,1758,0,1758
4,4590,0,5,101,14,24,4,2111,0,2111
4,4595,0,5,101,14,24,4,2111,0,2111
4,4600,0,5,101,14,24,4,2111,0,2111
4,4605,0,5,95,8,23,6,2103,0,2103
4,4610,0,5,103,11,24,4,1964,0,1964
4,4615,0,5,107,11,25,2,2210,0,2210
4,4620,0,5,107,11,25,2,2214,0,2214
4,4625,0,5,113,11,23,3,2092,0,2092
4,4630,0,5,102,10,23,8,1895,0,1895
4,4635,0,5,102,10,23,8,1895,0,1895
4,4640,0,5,94,6,23,7,1683,0,1683
4,4645,0,5,94,6,23,7,1683,0,1683
4,4650,0,5,93,7,23,7,1801,2,1799
4,4655,0,5,93,7,23,7,1801,2,1799
4,4660,0,5,93,7,23,7,1801,2,1799
4,4665,0,5,93,7,23,7,1801,2,1799
4,4670,0,5,93,7,23,7,1801,2,1799
4,4675,0,5,93,7,23,7,1801,2,1799
4,4680,0,5,92,6,23,6,1891,2,1889
4,4685,0,5,92,6,23,6,1891,2,1889
4,4690,0,5,92,6,23,6,1891,2,1889
4,4695,0,5,92,5,23,5,1949,0,1949
4,4700,0,5,92,5,23,5,1949,0,1949
4,4705,0,5,100,10,25,9,1655,0,1655
4,4710,0,5,100,10,25,9,1655,0,1655
4,4715,0,5,105,16,25,6,1584,0,1584
4,4720,0,5,105,16,25,6,1584,0,1584
4,4725,0,5,108,18,25,6,1670,0,1670
4,4730,0,5,108,18,25,6,1670,0,1670
4,4735,0,5,108,18,25,6,1670,0,1670
4,4740,0,5,108,18,25,6,1670,0,1670
4,4745,0,5,102,11,25,7,2118,0,2118
4,4750,0,5,94,6,23,5,1852,0,1852
4,4755,0,5,101,14,23,5,1614,0,1614
4,4760,0,5,106,6,25,6,1854,0,1854
4,4765,0,5,101,6,24,8,2102,0,2102
4,4770,0,5,101,5,24,8,1630,0,1630
4,4775,0,5,101,8,25,9,1433,0,1433
4,4780,0,5,123,11,25,5,2298,0,2298
4,4785,0,5,123,11,25,5,2298,0,2298
4,4790,0,5,123,11,25,5,2298,0,2298
4,4795,0,5,123,11,25,5,2298,0,2298
4,4800,0,5,123,11,25,5,2298,0,2298
4,4805,0,5,96,6,25,7,1931,0,1931
4,4810,0,5,95,6,25,8,1730,0,1730
4,4815,0,5,92,6,25,6,1735,0,1735
4,4820,0,5,92,6,25,6,1735,0,1735
4,4825,0,5,92,5,25,4,1554,0,1554
4,4830,0,5,100,10,25,7,1672,0,1672
4,4835,0,5,97,8,25,5,1576,0,1576
4,4840,0,5,98,7,25,5,1510,0,1510
4,4845,0,5,98,7,25,5,1510,0,1510
4,4850,0,5,98,7,25,5,1510,0,1510
4,4855,0,5,98,7,25,5,1510,0,1510
4,4860,0,5,98,7,25,5,1510,0,1510
4,4865,0,5,98,9,25,8,1733,0,1733
4,4870,0,5,98,9,25,8,1733,0,1733
4,4875,0,5,100,7,25,7,1650,0,1650
4,4880,0,5,100,7,25,7,1650,0,1650
4,4885,0,5,100,6,25,7,1626,0,1626
4,4890,0,5,100,7,25,6,1746,0,1746
4,4895,0,5,110,13,25,8,1906,0,1906
4,4900,0,5,110,13,25,8,1906,0,1906
4,4905,0,5,94,8,25,9,2338,0,2338
4,4910,0,5,102,13,25,9,2692,0,2692
4,4915,0,5,102,13,25,9,2692,0,2692
4,4920,0,5,107,17,25,10,2464,0,2464
4,4925,0,5,107,17,25,10,2464,0,2464
4,4930,0,5,101,11,25,7,3323,0,3323
4,4935,0,5,101,11,25,7,3323,0,3323
4,4940,0,5,101,11,25,7,3323,0,3323
4,4945,0,5,100,13,25,4,2774,0,2774
4,4950,0,5,101,11,25,5,2787,0,2787
4,4955,0,5,101,11,25,5,2787,0,2787
4,4960,0,5,100,12,25,9,2750,10,2740
4,4965,0,5,89,6,25,10,2116,0,2116
4,4970,0,5,101,11,25,6,2159,2,2157
4,4975,0,5,101,11,25,6,2159,2,2157
4,4980,0,5,97,9,25,6,2714,0,2714
4,4985,0,5,96,7,25,7,1906,0,1906
4,4990,0,5,100,8,25,8,2219,0,2219
4,4995,0,5,91,5,24,6,1876,0,1876
4,5000,0,5,94,8,23,7,1906,0,1906
4,5005,0,5,100,7,25,8,1686,0,1686
4,5010,0,5,100,7,25,8,1686,0,1686
4,5015,0,5,100,7,25,8,1686,0,1686
4,5020,0,5,100,7,25,6,1692,0,1692
4,5025,0,5,99,6,25,6,1660,0,1660
4,5030,0,5,99,6,25,6,1660,0,1660
4,5035,0,5,103,7,24,7,1746,0,1746
4,5040,0,5,101,8,25,9,1605,0,1605
4,5045,0,5,101,8,25,9,1605,0,1605
4,5050,0,5,101,8,24,6,1886,0,1886
4,5055,0,5,101,8,24,6,1886,0,1886
4,5060,0,5,96,6,24,7,1712,0,1712
4,5065,0,5,96,6,24,7,1712,0,1712
4,5070,0,5,96,6,24,7,1712,0,1712
4,5075,0,5,112,16,24,7,1596,4,1592
4,5080,0,5,103,7,24,10,2291,0,2291
4,5085,0,5,103,7,24,10,2291,0,2291
4,5090,0,5,103,7,24,10,2291,0,2291
4,5095,0,5,103,7,24,10,2291,0,2291
4,5100,0,5,103,7,24,10,2291,0,2291
4,5105,0,5,103,7,24,10,2291,0,2291
4,5110,0,5,102,8,25,11,2039,0,2039
4,5115,0,5,103,9,25,11,1985,0,1985
4,5120,0,5,113,14,25,4,1774,0,1774
4,5125,0,5,101,9,24,9,2318,0,2318
4,5130,0,5,101,9,24,9,2318,0,2318
4,5135,0,5,101,9,24,9,2318,0,2318
4,5140,0,5,102,8,25,7,2010,0,2010
4,5145,0,5,105,9,25,5,1965,0,1965
4,5150,0,5,105,9,25,5,1965,0,1965
4,5155,0,5,105,9,25,5,1965,0,1965
4,5160,0,5,94,7,24,6,2005,0,2005
4,5165,0,5,101,8,25,7,1715,2,1713
4,5170,0,5,100,7,25,7,1843,2,1841
4,5175,0,5,100,7,25,7,1843,2,1841
4,5180,0,5,98,6,24,9,1649,6,1643
4,5185,0,5,97,6,23,2,2185,4,2181
4,5190,0,5,97,6,23,2,2185,4,2181
4,5195,0,5,95,5,24,4,1880,2,1878
4,5200,0,5,95,5,24,4,1880,2,1878
4,5205,0,5,115,13,23,5,1997,0,1997
4,5210,0,5,114,14,25,3,2343,0,2343
4,5215,0,5,97,7,23,8,1955,0,1955
4,5220,0,5,97,7,23,8,1955,0,1955
4,5225,0,5,97,7,23,8,1955,0,1955
4,5230,0,5,97,7,23,8,1955,0,1955
4,5235,0,5,97,7,23,8,1955,0,1955
4,5240,0,5,97,7,23,8,1955,0,1955
4,5245,0,5,97,7,23,8,1955,0,1955
4,5250,0,5,97,7,23,8,1955,0,1955
4,5255,0,5,97,7,23,8,1955,0,1955
4,5260,0,5,99,7,24,9,1822,0,1822
4,5265,0,5,99,7,24,9,1822,0,1822
4,5270,0,5,99,7,24,9,1822,0,1822
4,5275,0,5,99,7,24,9,1822,0,1822
4,5280,0,5,99,7,24,9,1822,0,1822
4,5285,0,5,99,7,24,9,1822,0,1822
4,5290,0,5,99,7,24,9,1822,0,1822
4,5295,0,5,99,7,24,9,1822,0,1822
4,5300,0,5,104,7,25,6,1565,0,1565
4,5305,0,5,101,6,24,5,1768,0,1768
4,5310,0,5,101,6,24,5,1768,0,1768
4,5315,0,5,99,7,25,5,1736,0,1736
4,5320,0,5,112,13,25,5,2410,0,2410
4,5325,0,5,102,5,25,4,1715,0,1715
4,5330,0,5,102,6,25,5,1986,0,1986
4,5335,0,5,102,6,25,5,1986,0,1986
4,5340,0,5,111,17,25,6,2295,0,2295
4,5345,0,5,145,25,25,1,1782,0,1782
4,5350,0,5,107,8,23,2,1818,0,1818
4,5355,0,5,104,10,23,2,2070,0,2070
4,5360,0,5,95,5,22,4,1933,0,1933
4,5365,0,5,105,12,23,5,2005,0,2005
4,5370,0,5,102,8,25,6,2042,0,2042
4,5375,0,5,102,8,25,6,2042,0,2042
4,5380,0,5,107,12,25,7,1964,0,1964
4,5385,0,5,107,12,25,7,1964,0,1964
4,5390,0,5,107,12,25,7,1964,0,1964
4,5395,0,5,101,12,23,3,2105,0,2105
4,5400,0,5,99,6,24,6,1989,0,1989
4,5405,0,5,99,6,24,6,1989,0,1989
4,5410,0,5,100,8,24,5,1935,0,1935
4,5415,0,5,101,5,24,1,2414,0,2414
4,5420,0,5,97,10,25,4,1976,0,1976
4,5425,0,5,90,5,23,5,2160,0,2160
4,5430,0,5,90,5,23,5,2160,0,2160
4,5435,0,5,90,5,23,5,2160,0,2160
4,5440,0,5,102,8,23,3,1859,0,1859
4,5445,0,5,87,6,21,2,1760,0,1760
4,5450,0,5,87,5,21,3,1752,0,1752
4,5455,0,5,87,5,21,3,1752,0,1752
4,5460,0,5,87,5,21,3,1752,0,1752
4,5465,0,5,87,5,21,3,1752,0,1752
4,5470,0,5,89,7,20,2,1870,0,1870
4,5475,0,5,89,7,20,2,1870,0,1870
4,5480,0,5,87,5,21,3,1704,0,1704
4,5485,0,5,87,5,21,3,1704,0,1704
4,5490,0,5,91,5,21,3,1637,0,1637
4,5495,0,5,90,7,22,3,1887,0,1887
4,5500,0,5,90,7,22,3,1887,0,1887
4,5505,0,5,88,8,19,1,2193,0,2193
4,5510,0,5,93,13,19,3,2192,0,2192
4,5515,0,5,90,6,23,3,1683,0,1683
4,5520,0,5,106,6,24,2,1630,0,1630
4,5525,0,5,101,6,24,2,1435,0,1435
4,5530,0,5,107,11,24,4,1412,0,1412
4,5535,0,5,107,11,24,4,1412,0,1412
4,5540,0,5,95,6,24,7,1633,0,1633
4,5545,0,5,95,6,24,7,1633,0,1633
4,5550,0,5,95,7,23,6,1830,0,1830
4,5555,0,5,95,7,23,6,1830,0,1830
4,5560,0,5,93,9,24,5,1770,0,1770
4,5565,0,5,93,9,24,5,1770,0,1770
4,5570,0,5,93,9,24,5,1770,0,1770
4,5575,0,5,93,9,24,5,1770,0,1770
4,5580,0,5,93,9,24,5,1770,0,1770
4,5585,0,5,93,8,24,5,1771,0,1771
4,5590,0,5,93,8,24,5,1771,0,1771
4,5595,0,5,94,7,23,8,2114,0,2114
4,5600,0,5,86,5,23,6,1599,0,1599
4,5605,0,5,93,6,23,2,2047,0,2047
4,5610,0,5,104,12,25,4,1420,0,1420
4,5615,0,5,104,12,25,6,1420,0,1420
4,5620,0,5,104,12,25,6,1420,0,1420
4,5625,0,5,104,12,25,6,1420,0,1420
4,5630,0,5,101,11,21,8,1479,0,1479
4,5635,0,5,88,7,23,3,1842,0,1842
4,5640,0,5,88,7,23,3,1842,0,1842
4,5645,0,5,88,7,23,3,1842,0,1842
4,5650,0,5,91,5,23,2,1874,0,1874
4,5655,0,5,90,5,24,3,1737,0,1737
4,5660,0,5,93,7,24,3,1585,0,1585
4,5665,0,5,93,7,24,3,1585,0,1585
4,5670,0,5,93,7,24,3,1585,0,1585
4,5675,0,5,93,7,24,3,1585,0,1585
4,5680,0,5,92,5,23,1,1786,0,1786
4,5685,0,5,91,5,23,1,1700,0,1700
4,5690,0,5,91,5,23,1,1700,0,1700
4,5695,0,5,91,5,23,1,1700,0,1700
4,5700,0,5,88,6,24,6,1656,0,1656
4,5705,0,5,88,5,23,4,1796,0,1796
4,5710,0,5,88,5,23,4,1796,0,1796
4,5715,0,5,87,5,23,5,1703,0,1703
4,5720,0,5,87,5,23,5,1653,0,1653
4,5725,0,5,97,10,22,1,1482,0,1482
4,5730,0,5,98,8,23,4,1403,0,1403
4,5735,0,5,98,8,23,4,1403,0,1403
4,5740,0,5,96,6,23,4,1542,0,1542
4,5745,0,5,96,4,23,2,1784,0,1784
4,5750,0,5,88,7,23,4,2059,0,2059
4,5755,0,5,88,7,23,4,2059,0,2059
4,5760,0,5,88,7,23,4,2059,0,2059
4,5765,0,5,88,7,23,4,2059,0,2059
4,5770,0,5,88,7,23,4,2059,0,2059
4,5775,0,5,88,7,23,4,2059,0,2059
4,5780,0,5,88,7,23,4,2059,0,2059
4,5785,0,5,87,5,23,2,1838,0,1838
4,5790,0,5,87,5,23,2,1838,0,1838
4,5795,0,5,89,7,23,2,1971,0,1971
4,5800,0,5,92,7,22,4,2260,0,2260
4,5805,0,5,87,5,23,3,1723,0,1723
4,5810,0,5,90,5,23,2,1610,0,1610
4,5815,0,5,90,4,23,2,1629,0,1629
4,5820,0,5,91,5,23,2,1658,0,1658
4,5825,0,5,91,5,23,2,1658,0,1658
4,5830,0,5,98,9,22,3,1821,0,1821
4,5835,0,5,98,9,22,3,1821,0,1821
3,5840,0,4,84,4,22,1,1250,0,1250
3,5845,0,4,84,4,22,1,1250,0,1250
4,5850,0,5,89,7,23,4,1549,0,1549
4,5855,0,5,89,7,23,4,1549,0,1549
4,5860,0,5,89,7,23,4,1549,0,1549
4,5865,0,5,89,7,23,4,1549,0,1549
4,5870,0,5,89,6,22,1,1803,0,1803
4,5875,0,5,86,5,22,3,1788,0,1788
4,5880,0,5,83,4,22,2,1579,0,1579
4,5885,0,5,89,7,23,4,1667,0,1667
4,5890,0,5,90,8,24,6,2168,0,2168
4,5895,0,5,97,8,24,6,1501,0,1501
4,5900,0,5,95,10,23,4,1443,0,1443
4,5905,0,5,95,10,23,4,1443,0,1443
4,5910,0,5,88,9,23,8,1502,0,1502
4,5915,0,5,88,9,23,8,1502,0,1502
4,5920,0,5,88,9,23,8,1502,0,1502
4,5925,0,5,91,7,24,4,1504,4,1500
4,5930,0,5,91,7,24,4,1504,4,1500
4,5935,0,5,91,7,24,4,1504,4,1500
4,5940,0,5,94,8,24,4,1461,0,1461
4,5945,0,5,94,8,24,4,1461,0,1461
4,5950,0,5,94,8,24,5,1488,0,1488
4,5955,0,5,93,5,23,6,1597,0,1597
4,5960,0,5,93,5,23,6,1597,0,1597
4,5965,0,5,97,8,24,6,1463,2,1461
4,5970,0,5,101,14,23,1,1408,0,1408
4,5975,0,5,93,5,25,5,1703,0,1703
4,5980,0,5,99,5,24,5,1601,0,1601
4,5985,0,5,95,7,23,4,1603,3,1600
4,5990,0,5,95,7,23,4,1603,3,1600
4,5995,0,5,95,7,23,4,1603,3,1600
4,6000,0,5,95,7,23,4,1603,3,1600
